"","ID","Year","Month","Date","Site","WetlandID","TotalNoObs","MaxDetections","Species","Detected"
"68",68,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Anaxyrus terrestris",0
"69",69,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Eurycea quadridigitata",0
"70",70,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Eurycea quadridigitata",0
"71",71,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Gastrophryne carolinensis",0
"72",72,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Gastrophryne carolinensis",0
"73",73,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla avivoca",0
"74",74,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla avivoca",0
"75",75,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla chrysoscelis",0
"76",76,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla chrysoscelis",0
"77",77,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla cinerea",0
"78",78,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla cinerea",0
"79",79,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla femoralis",1
"80",80,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla femoralis",0
"81",81,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla gratiosa",0
"82",82,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla gratiosa",0
"83",83,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla squirella",0
"84",84,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Hyla squirella",0
"85",85,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Notophthalmus perstriatus",0
"86",86,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Notophthalmus perstriatus",0
"87",87,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Notophthalmus viridescens",0
"88",88,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Notophthalmus viridescens",0
"89",89,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris crucifer",1
"90",90,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris crucifer",1
"91",91,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris feriarum",0
"92",92,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris feriarum",0
"93",93,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris nigrita",1
"94",94,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris nigrita",1
"95",95,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris ocularis",1
"96",96,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris ocularis",0
"97",97,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris ornata",0
"98",98,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudacris ornata",0
"99",99,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudobranchus striatus",0
"100",100,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Pseudobranchus striatus",0
"101",101,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana capito",0
"102",102,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana capito",0
"103",103,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana catesbeiana",0
"104",104,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana catesbeiana",0
"105",105,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana clamitans",1
"106",106,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana clamitans",1
"107",107,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana grylio",0
"108",108,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana grylio",0
"109",109,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana sphenocephala",1
"110",110,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Rana sphenocephala",1
"111",111,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Scaphiopus holbrookii",0
"112",112,2019,"April","2019-04-05","Alapaha River WMA","15",2,2,"Scaphiopus holbrookii",0
"113",113,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Acris gryllus",0
"114",114,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Acris gryllus",0
"115",115,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Ambystoma talpoideum",0
"116",116,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Ambystoma talpoideum",0
"117",117,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Ambystoma tigrinum",0
"118",118,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Ambystoma tigrinum",0
"119",119,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus fowleri",0
"120",120,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus fowleri",0
"121",121,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus quercicus",0
"122",122,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus quercicus",0
"123",123,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus terrestris",0
"124",124,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Anaxyrus terrestris",0
"125",125,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Eurycea quadridigitata",0
"126",126,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Eurycea quadridigitata",0
"127",127,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Gastrophryne carolinensis",0
"128",128,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Gastrophryne carolinensis",0
"129",129,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla avivoca",1
"130",130,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla avivoca",0
"131",131,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla chrysoscelis",0
"132",132,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla chrysoscelis",0
"133",133,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla cinerea",0
"134",134,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla cinerea",0
"135",135,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla femoralis",1
"136",136,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla femoralis",0
"137",137,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla gratiosa",0
"138",138,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla gratiosa",0
"139",139,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla squirella",0
"140",140,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Hyla squirella",0
"141",141,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Notophthalmus perstriatus",0
"142",142,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Notophthalmus perstriatus",0
"143",143,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Notophthalmus viridescens",0
"144",144,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Notophthalmus viridescens",0
"145",145,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris crucifer",1
"146",146,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris crucifer",0
"147",147,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris feriarum",0
"148",148,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris feriarum",0
"149",149,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris nigrita",1
"150",150,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris nigrita",0
"151",151,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris ocularis",1
"152",152,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris ocularis",1
"153",153,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris ornata",1
"154",154,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudacris ornata",0
"155",155,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudobranchus striatus",0
"156",156,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Pseudobranchus striatus",0
"157",157,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana capito",0
"158",158,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana capito",0
"159",159,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana catesbeiana",1
"160",160,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana catesbeiana",1
"161",161,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana clamitans",0
"162",162,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana clamitans",0
"163",163,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana grylio",0
"164",164,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana grylio",0
"165",165,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana sphenocephala",1
"166",166,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Rana sphenocephala",1
"167",167,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Scaphiopus holbrookii",0
"168",168,2019,"April","2019-04-05","Alapaha River WMA","18",2,2,"Scaphiopus holbrookii",0
"169",169,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Acris gryllus",1
"170",170,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Acris gryllus",0
"171",171,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Ambystoma talpoideum",0
"172",172,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Ambystoma talpoideum",0
"173",173,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Ambystoma tigrinum",0
"174",174,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Ambystoma tigrinum",0
"175",175,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus fowleri",0
"176",176,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus fowleri",0
"177",177,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus quercicus",0
"178",178,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus quercicus",0
"179",179,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus terrestris",0
"180",180,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Anaxyrus terrestris",0
"181",181,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Eurycea quadridigitata",1
"182",182,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Eurycea quadridigitata",0
"183",183,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Gastrophryne carolinensis",0
"184",184,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Gastrophryne carolinensis",0
"185",185,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla avivoca",0
"186",186,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla avivoca",0
"187",187,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla chrysoscelis",0
"188",188,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla chrysoscelis",0
"189",189,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla cinerea",0
"190",190,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla cinerea",0
"191",191,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla femoralis",0
"192",192,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla femoralis",0
"193",193,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla gratiosa",0
"194",194,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla gratiosa",0
"195",195,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla squirella",0
"196",196,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Hyla squirella",0
"197",197,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Notophthalmus perstriatus",0
"198",198,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Notophthalmus perstriatus",0
"199",199,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Notophthalmus viridescens",0
"200",200,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Notophthalmus viridescens",0
"201",201,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris crucifer",1
"202",202,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris crucifer",0
"203",203,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris feriarum",0
"204",204,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris feriarum",0
"205",205,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris nigrita",1
"206",206,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris nigrita",1
"207",207,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris ocularis",1
"208",208,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris ocularis",1
"209",209,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris ornata",1
"210",210,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudacris ornata",1
"211",211,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudobranchus striatus",0
"212",212,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Pseudobranchus striatus",0
"213",213,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana capito",0
"214",214,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana capito",0
"215",215,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana catesbeiana",0
"216",216,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana catesbeiana",0
"217",217,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana clamitans",0
"218",218,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana clamitans",0
"219",219,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana grylio",0
"220",220,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana grylio",0
"221",221,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana sphenocephala",1
"222",222,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Rana sphenocephala",1
"223",223,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Scaphiopus holbrookii",0
"224",224,2019,"April","2019-04-05","Alapaha River WMA","20",2,2,"Scaphiopus holbrookii",0
"225",225,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Acris gryllus",1
"226",226,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Acris gryllus",1
"227",227,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Ambystoma talpoideum",0
"228",228,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Ambystoma talpoideum",0
"229",229,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Ambystoma tigrinum",0
"230",230,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Ambystoma tigrinum",0
"231",231,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus fowleri",0
"232",232,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus fowleri",0
"233",233,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus quercicus",0
"234",234,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus quercicus",0
"235",235,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus terrestris",0
"236",236,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Anaxyrus terrestris",0
"237",237,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Eurycea quadridigitata",0
"238",238,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Eurycea quadridigitata",0
"239",239,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Gastrophryne carolinensis",0
"240",240,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Gastrophryne carolinensis",0
"241",241,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla avivoca",0
"242",242,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla avivoca",0
"243",243,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla chrysoscelis",0
"244",244,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla chrysoscelis",0
"245",245,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla cinerea",0
"246",246,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla cinerea",0
"247",247,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla femoralis",0
"248",248,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla femoralis",0
"249",249,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla gratiosa",0
"250",250,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla gratiosa",0
"251",251,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla squirella",0
"252",252,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Hyla squirella",0
"253",253,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Notophthalmus perstriatus",0
"254",254,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Notophthalmus perstriatus",0
"255",255,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Notophthalmus viridescens",0
"256",256,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Notophthalmus viridescens",0
"257",257,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris crucifer",0
"258",258,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris crucifer",0
"259",259,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris feriarum",0
"260",260,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris feriarum",0
"261",261,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris nigrita",0
"262",262,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris nigrita",0
"263",263,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris ocularis",1
"264",264,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris ocularis",1
"265",265,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris ornata",0
"266",266,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudacris ornata",0
"267",267,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudobranchus striatus",0
"268",268,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Pseudobranchus striatus",0
"269",269,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana capito",0
"270",270,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana capito",0
"271",271,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana catesbeiana",0
"272",272,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana catesbeiana",0
"273",273,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana clamitans",1
"274",274,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana clamitans",0
"275",275,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana grylio",0
"276",276,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana grylio",0
"277",277,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana sphenocephala",1
"278",278,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Rana sphenocephala",1
"279",279,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Scaphiopus holbrookii",0
"280",280,2019,"April","2019-04-05","Alapaha River WMA","23",2,2,"Scaphiopus holbrookii",0
"281",281,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Acris gryllus",1
"282",282,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Acris gryllus",0
"283",283,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Ambystoma talpoideum",0
"284",284,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Ambystoma talpoideum",0
"285",285,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Ambystoma tigrinum",0
"286",286,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Ambystoma tigrinum",0
"287",287,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus fowleri",0
"288",288,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus fowleri",0
"289",289,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus quercicus",0
"290",290,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus quercicus",0
"291",291,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus terrestris",0
"292",292,2019,"April","2019-04-05","Alapaha River WMA","29",2,2,"Anaxyrus terrestris",0
